neighbourhood_n,number_of_reviews,minimum_nights,availability_365,room_type_n,price
6,0,2,182,1,110
7,19,4,343,1,175
52,136,2,10,1,225
38,31,2,0,0,50
64,5,5,0,1,150
2,0,1,0,1,199
3,52,1,365,0,319
29,0,5,18,0,60
68,35,1,365,0,129
3,8,4,8,1,185
1,7,5,207,1,549
9,0,1,0,0,75
28,10,1,327,0,98
30,1,2,25,0,50
23,18,2,21,0,84
53,128,1,239,1,220
4,0,7,278,1,160
6,0,1,0,0,40
20,86,1,173,0,89
23,5,2,0,1,95
1,18,3,0,0,129
18,41,2,180,0,69
3,0,3,0,1,225
1,2,3,365,0,599
12,28,2,365,0,86
12,2,1,4,1,250
28,0,2,0,0,70
2,232,2,192,1,135
77,1,3,93,1,320
2,2,2,88,0,95
22,20,3,0,0,71
6,2,7,0,1,75
21,0,1,28,2,39
13,1,5,172,0,125
132,1,2,0,0,73
4,1,2,0,1,300
12,2,1,89,0,115
28,22,2,0,1,165
56,6,4,96,0,60
101,0,4,0,1,250
21,7,1,0,0,45
7,7,1,362,2,59
4,30,14,36,0,59
23,86,1,86,0,95
2,67,1,78,0,79
141,10,1,271,0,51
19,0,2,39,1,120
30,28,2,41,1,80
28,25,7,95,1,99
6,18,2,74,1,136
48,24,2,0,1,296
11,21,4,334,1,265
11,13,2,0,2,350
6,5,3,83,0,90
15,0,2,29,0,50
9,4,5,72,1,200
113,15,1,87,1,225
12,3,13,88,0,47
15,2,4,3,0,45
12,19,9,0,1,249
23,13,5,0,1,180
43,5,3,0,1,279
20,1,5,0,0,80
2,41,2,59,0,65
116,0,2,0,1,100
70,0,1,174,0,30
43,0,4,6,1,220
28,0,3,45,1,280
19,7,2,1,0,78
54,0,2,88,2,45
2,13,1,74,0,75
109,16,5,299,1,150
76,0,2,179,0,79
23,0,1,0,0,125
28,0,5,0,1,200
77,20,2,10,1,275
15,24,2,47,0,50
12,1,6,287,0,70
8,9,4,132,1,330
20,28,2,72,0,150
6,4,1,0,0,76
12,1,4,0,1,149
2,0,11,0,0,1000
43,36,10,297,1,199
56,13,2,0,0,95
177,0,1,365,0,80
10,215,2,291,1,185
24,14,3,0,0,83
53,67,1,189,1,155
54,24,1,313,1,119
39,50,2,51,0,68
12,257,2,179,1,225
21,0,1,0,0,85
12,19,2,216,1,140
29,168,1,309,0,40
171,113,3,290,0,59
6,102,1,0,0,49
15,9,4,247,1,500
31,0,1,5,0,70
15,0,2,342,0,80
28,50,1,343,2,42
79,8,5,0,1,64
19,6,4,0,1,150
61,11,1,125,2,41
79,0,2,0,0,55
43,7,1,75,0,293
19,133,1,14,0,150
2,2,2,180,0,160
24,68,1,14,0,48
26,5,3,64,1,294
4,8,3,318,1,350
6,4,2,337,0,87
21,1,1,0,0,45
19,67,1,38,1,165
12,1,1,0,0,70
41,3,3,232,1,135
6,6,1,158,0,65
6,4,1,0,0,51
30,2,6,3,0,55
2,25,2,58,1,85
56,5,1,0,0,50
22,11,2,0,1,85
2,49,2,193,1,105
21,0,12,0,0,65
18,10,3,31,0,35
10,10,7,36,0,99
100,102,2,294,1,167
11,3,2,0,1,300
6,149,3,242,1,179
2,1,1,244,0,209
29,15,2,4,1,175
6,51,2,83,1,130
8,12,2,5,1,119
12,61,5,185,1,130
23,178,1,79,0,65
45,126,2,12,0,76
12,17,2,0,1,96
155,20,1,147,1,150
20,1,14,0,1,150
11,0,3,0,1,148
44,142,1,359,0,59
21,107,2,46,1,100
7,63,1,196,2,65
79,60,2,4,0,47
8,0,3,0,0,95
3,26,7,182,1,130
33,0,2,0,0,45
24,0,1,0,0,400
158,30,2,61,0,55
5,7,4,166,1,200
114,152,2,299,1,90
43,4,12,0,1,105
93,17,1,0,0,49
28,13,3,61,1,150
21,0,6,0,0,50
8,6,4,274,1,950
21,19,3,272,1,399
13,169,3,192,0,103
29,156,1,150,0,85
7,0,5,0,1,170
28,3,2,88,1,225
14,0,1,326,0,109
15,1,3,0,1,45
60,3,4,0,1,175
61,8,3,38,0,35
14,1,1,21,0,105
6,0,1,179,0,225
95,0,7,0,0,30
49,0,14,189,1,100
15,0,7,0,1,100
8,214,3,197,1,120
103,3,10,326,0,42
20,9,2,0,1,175
7,69,1,167,2,75
12,4,1,0,0,60
3,4,3,2,1,115
54,1,7,346,0,40
14,0,5,5,0,66
11,0,1,0,1,150
4,5,2,177,1,199
129,4,1,3,0,45
63,34,1,93,0,70
14,110,3,222,1,165
6,88,2,9,1,196
23,68,3,166,1,250
28,4,2,354,1,175
53,3,4,179,1,150
6,38,3,101,0,110
18,13,4,157,0,59
12,1,1,0,0,80
54,17,5,308,0,67
12,17,4,0,1,158
15,7,9,0,1,90
24,43,4,0,1,99
8,4,1,0,0,125
12,2,3,0,1,350
46,70,1,90,0,40
111,6,1,46,0,60
8,73,1,88,2,60
21,89,1,58,0,85
12,99,2,100,0,60
44,111,3,65,1,50
45,27,1,80,0,125
7,0,1,314,0,146
7,0,4,0,0,95
20,4,3,0,1,125
152,2,1,365,0,50
63,17,1,188,0,65
101,0,3,0,1,980
4,225,3,13,1,135
6,0,7,61,0,80
103,101,1,308,1,155
27,22,2,333,1,360
56,21,2,0,1,74
7,17,1,198,2,65
16,145,1,257,1,160
15,0,2,0,1,200
23,0,10,0,0,58
1,0,1,294,0,100
100,88,2,349,1,117
15,1,3,0,0,41
44,3,5,0,1,139
1,1,1,0,0,100
4,109,1,12,1,132
68,87,2,242,0,90
7,4,7,318,0,99
8,5,1,0,0,60
21,6,3,194,1,200
12,2,3,15,1,200
6,1,5,0,0,75
2,64,1,7,1,310
73,1,2,342,2,20
100,1,3,364,0,80
75,8,2,177,1,200
56,46,2,121,1,150
21,90,2,308,0,33
6,5,1,5,1,350
19,5,3,0,0,120
161,7,1,158,2,50
21,4,4,0,0,39
2,203,1,162,0,89
6,51,1,224,0,90
19,1,1,11,1,295
6,13,3,48,0,70
28,2,2,0,1,160
12,80,4,0,0,75
6,24,3,69,1,125
12,6,4,0,0,75
21,14,4,62,2,25
79,1,4,0,0,55
4,47,7,121,0,80
106,14,1,352,1,750
26,2,2,11,1,131
21,23,5,337,0,57
19,9,2,0,0,70
54,11,2,365,0,38
21,3,3,0,1,100
12,11,1,0,0,79
54,2,1,365,0,89
21,20,2,191,0,95
16,7,2,0,0,60
2,82,3,35,1,85
171,0,1,364,2,150
4,4,1,0,0,50
6,1,5,189,0,85
12,0,7,331,0,40
24,0,7,159,0,33
4,27,2,31,1,250
12,0,7,0,0,60
71,0,1,311,1,3000
7,0,1,0,1,800
21,177,2,3,1,59
6,0,3,0,1,200
34,120,1,275,1,129
21,0,1,0,0,75
2,16,4,12,1,150
6,18,5,0,0,55
21,14,5,305,1,130
129,48,3,332,0,69
30,12,1,5,1,66
23,247,2,60,0,95
12,0,4,110,0,79
2,0,2,0,0,48
18,1,1,0,0,65
38,1,1,0,1,168
17,15,3,65,1,125
24,11,2,35,1,140
6,7,2,11,0,75
7,1,3,0,1,127
2,0,2,72,0,60
2,67,1,28,0,69
54,1,1,0,0,77
6,13,2,1,1,125
21,7,3,339,1,275
19,5,1,121,0,150
99,63,2,336,0,60
7,10,7,0,1,224
13,13,2,0,1,100
124,12,1,180,2,58
29,8,2,0,1,94
28,15,6,154,1,233
24,1,10,0,0,49
19,12,1,85,0,195
6,6,2,179,1,250
61,41,2,66,1,120
9,13,1,164,0,89
52,42,2,129,1,200
36,5,2,43,1,170
7,7,5,314,1,250
25,1,4,1,2,65
3,0,5,0,0,40
56,23,3,0,0,110
2,22,2,275,0,65
2,65,3,138,0,101
144,30,2,327,1,98
4,93,2,323,0,82
2,0,1,0,0,60
6,8,5,270,0,55
159,1,1,0,0,35
21,2,1,0,0,55
1,0,3,339,0,450
23,145,2,193,1,158
12,43,4,82,1,180
14,1,2,0,1,145
12,0,1,0,0,55
6,59,1,165,1,100
68,1,3,0,0,100
2,1,5,320,0,135
3,2,7,0,1,135
6,1,2,0,0,34
2,31,2,340,0,112
188,2,2,0,0,42
15,0,5,0,0,80
2,2,3,353,0,55
21,1,1,328,0,50
6,6,3,0,0,46
56,7,5,0,0,88
50,0,7,178,1,1750
12,0,5,60,0,84
30,49,3,275,0,58
6,1,14,0,1,99
28,0,2,30,0,85
2,21,2,0,1,101
39,2,4,0,1,85
43,2,2,0,1,175
159,0,2,365,1,900
15,66,3,309,1,155
39,14,1,0,1,125
83,12,3,274,1,125
1,0,1,68,0,145
23,2,1,365,0,228
19,5,2,0,1,90
89,81,5,155,1,75
70,9,3,36,1,110
63,9,3,95,0,59
15,15,3,0,1,106
7,1,2,229,1,367
6,7,2,353,0,40
43,1,2,315,1,222
37,20,1,188,0,50
21,40,2,0,1,150
39,19,2,138,0,55
15,0,3,22,0,62
46,24,2,0,0,50
83,23,3,177,0,70
16,0,3,232,1,150
10,152,3,180,1,120
8,5,1,0,1,599
171,0,7,179,1,55
6,38,2,102,1,148
56,0,1,0,1,70
21,20,2,282,0,65
56,1,1,0,0,120
27,1,1,0,0,103
17,18,1,168,0,85
26,2,4,0,1,120
12,135,2,66,1,120
14,10,1,108,0,110
83,49,2,356,0,50
2,8,1,0,1,115
28,0,1,0,1,106
7,18,1,140,0,129
21,0,1,0,2,50
83,4,1,0,0,120
6,79,4,246,1,150
12,2,3,0,0,45
52,7,2,0,0,150
43,5,3,65,1,395
7,2,3,0,1,300
26,0,3,24,1,220
11,1,5,0,1,400
28,0,10,0,0,150
10,143,1,22,0,69
77,12,4,124,1,700
12,3,7,43,1,160
31,5,1,23,1,179
6,1,2,8,1,95
6,1,1,5,0,125
2,1,1,61,0,59
126,0,1,0,0,60
6,12,2,51,0,57
30,34,3,139,0,25
28,2,1,0,0,85
6,130,1,69,0,65
2,39,2,29,0,90
12,8,3,3,0,60
2,1,3,0,0,80
84,2,2,162,1,160
27,32,2,284,1,350
124,0,7,122,1,120
49,43,1,351,0,39
4,5,1,0,0,75
15,2,2,78,0,99
79,0,14,0,1,120
100,26,1,360,1,125
12,0,3,0,2,175
8,3,4,0,1,250
90,2,3,0,1,95
19,95,1,86,0,125
6,0,2,0,0,60
59,115,3,71,0,79
56,136,1,359,0,70
160,73,1,0,0,29
12,8,4,0,1,150
2,0,1,301,1,289
7,14,3,45,1,500
21,75,1,64,0,75
12,3,10,0,1,80
56,149,3,133,1,150
22,2,3,0,1,90
6,95,1,243,1,150
79,0,2,20,0,50
7,10,5,130,1,420
150,6,1,0,0,50
25,90,1,273,0,35
6,5,1,0,0,45
21,83,2,155,0,36
6,10,3,235,0,50
30,18,2,326,0,80
68,18,3,70,1,155
21,8,2,177,1,201
7,107,2,46,1,484
100,9,1,334,0,89
11,0,1,0,1,180
28,74,3,263,1,150
30,13,1,0,2,29
19,0,7,0,1,140
86,8,2,353,1,125
31,216,2,70,1,105
14,177,2,112,1,199
25,87,2,17,1,151
12,181,2,15,0,59
25,0,1,358,0,125
6,227,3,244,1,155
2,42,3,116,1,355
79,1,3,21,1,72
22,6,2,2,0,50
6,52,3,37,1,160
1,3,5,0,1,279
10,4,1,362,0,47
20,1,3,351,1,600
121,2,2,45,1,150
28,7,14,84,1,105
44,9,1,132,1,75
6,23,2,322,0,55
29,4,3,0,1,100
1,1,3,0,1,170
2,68,2,1,0,58
20,1,6,0,1,150
6,5,3,1,1,94
29,1,3,89,1,249
52,38,7,205,1,200
29,52,7,24,1,85
13,1,10,0,1,130
0,0,7,0,1,55
2,33,3,192,1,165
28,6,1,0,2,75
103,23,2,95,0,100
129,22,4,266,0,45
8,19,2,0,1,199
2,10,1,0,0,56
21,0,4,0,0,46
12,12,1,0,1,150
24,0,2,0,1,100
15,4,1,0,0,45
12,34,2,39,0,76
95,0,1,129,0,55
56,1,7,0,1,93
45,131,1,165,0,89
7,0,1,0,0,155
15,51,1,2,1,90
2,157,3,38,1,175
20,1,6,0,1,100
7,1,7,338,0,120
11,8,5,35,1,400
46,37,1,0,0,60
28,0,14,0,0,130
12,2,1,0,0,35
8,11,1,0,0,78
76,13,3,118,1,113
114,0,3,365,0,100
6,0,1,0,0,75
6,18,1,323,1,179
81,16,2,32,0,45
35,3,2,275,0,175
39,8,3,0,0,60
19,7,4,54,0,85
12,21,2,88,1,225
3,0,1,0,0,75
12,59,2,81,1,160
28,5,2,0,1,140
45,56,2,0,1,130
6,2,1,0,0,50
7,85,2,0,1,175
21,0,4,0,0,70
12,78,2,309,1,295
12,9,3,2,1,225
28,0,1,7,0,85
12,21,1,0,1,120
54,1,1,0,0,48
60,48,4,96,0,80
68,0,5,0,1,150
26,3,12,41,0,78
54,13,1,49,0,28
73,52,2,340,0,65
29,11,7,0,1,99
134,0,3,0,0,119
80,132,2,52,0,56
6,3,4,157,0,52
21,1,1,0,0,40
11,0,1,0,0,110
15,1,7,78,1,100
2,3,1,0,0,89
129,8,1,305,1,48
113,0,3,0,1,200
32,2,2,0,1,110
7,186,1,193,1,125
9,46,1,232,1,190
67,80,4,107,1,109
8,0,3,0,1,200
21,1,3,0,1,68
79,87,1,42,0,64
22,172,2,264,1,165
48,4,2,0,1,330
19,13,1,338,1,189
12,0,1,0,0,65
2,0,1,0,0,85
51,1,14,0,1,195
61,0,7,0,0,38
15,45,7,161,1,80
2,32,4,39,1,130
19,396,2,143,0,163
12,42,4,52,0,79
15,0,7,0,1,80
24,43,14,319,1,105
52,14,3,0,1,165
2,27,1,33,1,78
111,7,8,109,0,59
4,51,3,311,1,90
18,46,1,357,0,42
15,2,3,0,0,35
12,24,3,14,1,217
2,1,7,253,1,225
19,10,5,0,1,198
6,59,1,188,0,53
71,1,1,0,1,250
12,404,1,341,1,220
56,107,4,335,0,61
43,3,2,325,1,409
56,0,1,0,0,69
19,11,2,0,1,299
8,4,4,345,1,450
10,136,3,301,1,150
28,2,2,0,1,120
8,0,15,0,1,145
39,5,14,0,1,95
15,108,1,0,0,80
37,49,1,160,1,460
49,0,1,363,0,125
26,0,1,0,1,120
95,0,3,0,1,200
7,8,3,10,0,97
12,1,5,0,0,100
65,197,1,309,1,77
28,10,3,0,1,105
23,14,1,158,1,199
79,0,4,12,1,180
19,50,2,131,0,99
90,27,1,276,1,175
2,50,3,38,0,75
15,5,2,0,0,44
19,2,1,0,0,120
56,86,4,324,0,75
81,30,2,51,1,230
6,0,3,0,0,70
19,0,2,0,0,83
56,0,5,348,1,150
46,0,1,355,0,165
21,3,15,83,0,900
14,6,3,0,1,225
99,1,1,14,1,85
28,23,6,0,1,150
56,17,5,12,1,80
6,29,2,5,0,61
21,21,4,189,1,160
20,1,4,30,1,118
12,75,5,278,1,225
8,138,1,32,1,168
21,4,2,14,1,120
10,1,14,26,0,60
6,3,1,0,0,50
2,0,5,39,1,200
21,0,2,255,0,70
21,2,10,0,0,36
27,58,3,40,1,150
4,25,2,6,1,120
23,84,4,88,1,207
21,5,3,0,1,95
70,0,1,365,0,45
7,121,2,82,1,139
4,39,2,19,1,200
56,12,4,42,1,175
6,21,2,19,0,55
173,1,1,318,0,99
0,0,1,0,1,32
39,1,2,310,1,160
3,54,1,365,1,500
25,1,1,0,0,45
20,8,3,0,1,200
19,29,2,0,1,280
12,0,14,0,0,100
1,6,1,67,0,325
7,3,3,0,0,70
12,1,4,156,0,70
5,17,1,364,1,400
12,9,2,0,0,95
28,1,4,314,1,199
37,34,1,189,0,100
2,78,5,281,1,150
21,336,1,133,0,64
1,0,4,0,1,150
8,3,9,0,0,100
6,0,2,89,0,100
1,10,1,0,1,300
56,6,4,63,0,70
21,1,1,0,0,43
14,162,1,344,0,85
6,4,3,0,1,70
6,0,1,220,0,100
39,10,1,184,0,60
6,2,2,89,0,120
11,8,5,0,0,100
71,0,1,232,0,100
117,0,3,0,0,150
4,18,1,355,1,150
15,0,3,359,0,79
44,1,2,0,0,40
19,12,2,33,0,115
25,7,2,122,1,140
2,48,3,53,1,200
15,2,7,0,1,90
11,17,2,0,1,225
6,5,3,365,1,280
52,52,2,35,1,185
214,36,2,322,1,85
2,2,3,0,1,100
6,5,2,18,1,215
13,3,9,329,1,130
2,0,13,5,0,50
6,3,1,0,0,65
15,5,4,1,1,95
39,105,2,101,0,60
8,4,2,0,0,85
90,3,1,269,0,89
44,0,1,180,0,149
85,12,1,365,0,67
7,25,1,84,0,209
30,0,3,88,1,300
12,0,3,5,1,200
183,3,1,180,0,70
21,2,3,0,0,54
28,21,1,53,1,130
29,206,2,3,0,85
46,45,2,12,1,54
6,153,1,47,1,145
25,3,1,357,1,299
15,3,2,126,0,65
8,0,1,0,0,95
103,306,1,155,0,45
22,18,1,154,0,36
15,7,2,82,1,350
25,40,3,365,1,120
8,11,3,0,1,120
7,52,1,205,2,69
15,0,3,0,0,97
28,3,3,0,1,250
10,40,1,0,1,300
7,0,2,166,2,400
14,3,4,0,1,149
4,0,2,171,0,90
43,1,3,365,0,250
7,125,5,177,0,120
19,4,5,0,0,100
6,5,2,0,0,50
21,117,7,137,1,179
7,170,3,82,1,200
20,0,2,0,1,125
25,5,12,0,1,100
12,95,4,0,1,150
1,214,3,167,0,135
29,0,1,14,1,1680
13,5,2,18,1,180
11,0,1,365,1,205
22,22,1,93,1,125
19,1,12,164,1,140
19,0,1,0,1,149
70,43,2,95,1,125
30,6,1,0,0,65
11,107,1,83,0,120
20,4,1,97,0,70
39,2,3,0,0,31
14,40,3,95,1,320
2,43,2,43,0,79
38,8,1,158,1,150
25,19,2,0,1,105
19,1,1,0,0,100
23,3,2,13,1,200
24,0,5,325,1,120
2,15,5,0,1,125
56,45,4,351,1,180
14,146,2,259,1,180
7,0,1,362,0,150
19,0,14,19,1,114
34,1,3,0,0,40
152,305,1,341,0,60
12,5,7,0,0,45
12,247,3,117,0,64
6,0,1,178,0,100
21,44,1,38,1,102
6,10,6,0,0,35
22,58,2,312,1,250
22,26,2,2,0,45
36,0,6,14,1,795
8,2,3,0,1,145
18,30,5,0,0,45
30,38,3,178,2,120
20,0,5,77,0,120
10,180,3,263,1,143
32,0,2,74,1,150
0,48,1,312,0,72
23,5,8,333,1,110
198,8,2,81,1,110
23,6,4,0,0,80
2,51,1,67,1,195
150,3,1,167,0,63
6,22,2,289,1,160
25,47,1,324,1,189
30,0,3,0,1,150
2,72,2,63,0,54
12,9,2,120,1,225
11,0,3,0,1,210
15,0,1,0,0,52
14,0,2,336,2,75
7,10,1,0,0,160
75,3,7,0,0,55
39,143,1,323,0,50
6,34,2,23,1,120
15,8,3,249,1,530
45,7,2,191,0,50
23,92,2,120,1,185
11,6,1,0,0,149
6,11,1,0,0,60
7,1,4,1,1,205
12,0,1,0,1,200
2,1,7,33,1,100
6,0,3,365,1,275
19,14,4,0,1,170
120,0,7,180,0,100
95,32,1,155,1,60
4,2,1,170,2,65
4,0,5,0,0,80
11,2,3,0,1,249
23,2,2,0,0,160
12,0,14,0,0,65
51,1,3,358,0,70
6,3,2,0,0,87
44,60,3,291,0,78
103,224,1,80,2,38
6,1,2,21,1,200
43,16,2,329,0,256
29,61,1,0,1,100
19,0,3,0,1,150
8,1,7,0,1,120
15,11,1,0,0,69
24,11,2,44,0,55
39,1,2,0,2,79
100,4,1,365,0,110
21,91,3,294,0,65
16,2,5,0,1,129
43,0,1,9,1,255
22,17,7,0,0,64
2,0,7,35,0,55
5,0,2,0,1,200
68,103,3,17,1,118
73,45,1,83,0,55
12,0,1,0,1,150
13,5,2,334,0,175
37,0,3,362,0,68
45,1,7,0,1,110
71,0,5,0,1,800
57,1,1,364,0,300
12,1,10,0,0,80
43,8,2,356,1,227
6,6,3,0,1,200
13,3,2,0,0,65
81,15,1,236,2,19
159,0,7,0,1,450
15,0,1,0,1,150
100,35,2,176,0,59
6,1,7,0,1,95
54,0,1,0,0,70
24,2,2,81,0,65
162,8,1,308,2,23
76,287,1,308,1,65
22,1,4,0,0,60
29,77,2,142,1,150
81,10,2,354,0,77
26,5,1,85,1,199
19,15,3,118,1,142
21,11,2,0,0,48
12,10,2,214,1,300
3,9,7,269,1,200
12,1,3,0,1,150
144,0,3,337,1,168
52,3,2,0,1,300
20,0,1,0,0,34
37,9,1,365,0,69
2,6,7,156,0,69
4,8,2,0,1,115
6,18,5,254,1,150
28,2,4,191,1,350
171,1,2,1,1,299
12,4,7,0,0,50
15,4,2,0,1,110
14,8,2,41,1,195
12,0,4,0,0,79
28,62,3,50,1,145
52,0,7,15,0,200
37,54,2,70,1,150
2,28,7,285,1,195
41,118,4,17,1,60
100,11,2,52,1,120
37,0,2,95,0,70
22,98,3,140,0,50
101,65,1,6,0,94
28,54,2,0,1,175
4,116,3,231,1,120
30,1,3,0,0,33
20,29,1,4,0,156
15,7,2,0,0,35
22,10,4,228,1,197
28,120,1,148,0,126
1,5,5,179,1,250
123,0,3,0,2,80
11,27,4,0,1,144
27,18,1,30,1,400
19,6,1,0,0,150
55,151,2,277,0,49
56,1,1,5,1,150
84,6,3,6,0,45
11,48,4,312,1,200
7,0,1,0,1,350
28,58,1,45,0,80
117,2,2,0,1,116
28,31,2,0,1,145
19,21,7,27,1,185
6,1,1,0,0,150
4,54,1,0,1,100
18,44,2,271,0,50
2,0,1,2,2,20
40,1,2,0,1,125
12,26,5,0,1,165
2,33,4,292,0,39
80,16,1,0,0,60
26,25,2,0,1,165
8,0,5,0,1,125
12,3,10,0,0,50
6,8,1,80,1,167
81,1,1,0,1,200
7,3,2,0,1,135
46,0,2,71,1,125
6,13,2,278,1,400
83,0,2,90,0,99
2,26,2,176,1,300
29,96,1,333,0,100
46,336,1,345,0,45
6,20,1,242,0,48
15,7,3,299,1,149
28,12,2,2,0,90
12,4,10,93,1,150
30,8,3,243,1,350
28,0,1,0,1,1000
12,16,2,215,0,75
8,1,1,0,0,95
28,9,4,0,1,90
19,0,3,0,1,600
13,2,1,0,1,120
147,5,4,365,0,50
7,0,1,365,2,65
84,48,3,294,1,125
2,81,5,303,1,450
23,0,10,313,1,179
6,7,2,49,0,70
210,0,3,3,1,149
21,3,1,0,0,52
43,0,3,23,0,3000
12,75,1,81,0,138
14,4,1,0,1,400
52,1,1,0,0,300
18,0,4,0,1,100
37,22,1,265,1,229
46,0,3,365,0,69
2,2,1,0,1,95
43,10,6,160,1,135
28,13,5,0,1,160
6,0,2,356,0,75
6,89,5,322,0,72
8,8,1,87,1,165
45,3,4,0,1,290
30,15,3,95,0,70
54,8,5,0,1,75
49,0,1,0,0,70
11,10,2,3,1,195
12,0,2,134,1,139
26,4,2,0,1,120
21,109,3,191,1,147
27,18,1,91,0,105
6,0,15,0,0,75
46,12,1,161,1,100
12,1,7,365,0,100
8,50,1,0,0,95
54,62,3,326,1,97
28,18,1,0,0,99
44,0,2,0,0,60
22,4,3,115,1,75
11,88,5,121,1,300
27,1,7,59,0,115
1,13,2,24,0,90
54,48,2,0,0,30
4,0,4,0,1,100
21,1,3,0,0,50
21,0,2,0,0,75
12,0,3,0,1,125
22,91,2,51,0,47
2,1,2,0,0,44
12,9,4,0,1,225
2,102,3,281,1,190
39,108,2,0,1,85
181,37,2,35,1,40
20,115,2,32,1,150
34,0,1,311,1,300
7,1,3,353,1,550
37,82,7,152,0,60
25,1,7,115,0,60
38,18,3,0,1,185
12,5,1,4,0,47
11,157,2,16,1,209
40,3,2,0,1,195
12,1,14,0,0,45
2,70,2,0,0,125
25,17,5,112,0,75
36,4,2,0,0,80
23,8,7,290,1,150
21,17,4,0,1,100
12,1,2,210,0,60
19,3,3,0,0,100
6,6,9,10,0,85
7,4,1,98,1,75
1,4,10,19,1,105
54,29,1,19,1,33
56,0,2,0,1,280
20,8,2,0,1,75
2,1,1,256,0,99
9,92,3,63,1,161
20,6,4,303,0,60
81,21,1,260,2,21
76,21,1,30,0,78
21,0,5,0,0,37
143,44,1,89,0,39
7,2,2,292,1,945
17,0,7,102,0,40
16,0,4,0,1,200
12,0,5,0,1,150
83,0,1,0,1,139
26,61,3,137,0,115
32,0,1,0,1,200
5,1,1,0,1,249
19,36,3,109,0,149
6,2,1,0,1,192
117,0,1,0,1,79
30,0,2,365,0,300
1,9,3,190,1,699
2,41,1,81,0,65
129,0,1,352,0,37
2,0,2,363,0,60
6,21,1,0,2,30
90,1,1,95,0,45
13,19,3,0,1,125
1,20,1,7,0,100
19,7,2,14,1,185
29,11,4,0,1,200
8,1,12,0,0,95
90,6,1,365,0,100
144,1,2,32,1,200
21,2,1,365,0,50
2,58,1,0,0,70
19,4,10,31,1,260
33,14,2,0,1,225
77,50,1,345,1,750
30,11,3,0,1,99
12,12,5,107,1,120
7,150,2,1,1,115
23,4,14,0,0,52
29,14,2,0,0,75
2,3,5,0,1,295
43,20,2,76,1,420
7,2,4,0,1,130
19,2,1,0,1,177
12,3,6,347,1,400
96,4,2,0,1,100
25,0,2,364,1,350
24,2,3,324,1,100
52,0,7,0,0,70
28,3,3,150,1,229
12,5,5,198,1,175
2,2,3,0,1,350
23,0,1,0,2,50
21,3,7,0,0,60
7,11,2,54,0,89
30,4,1,0,0,90
21,1,2,88,0,75
90,23,14,33,1,130
2,12,3,0,1,80
56,1,2,56,0,54
9,0,4,0,1,170
13,19,4,15,1,285
7,2,3,203,1,120
12,9,3,0,1,299
21,0,2,0,0,69
19,0,4,26,1,145
2,16,2,363,0,60
19,45,7,364,1,379
4,2,3,11,1,151
103,0,1,45,0,45
33,40,5,88,1,125
12,2,7,0,1,75
28,32,1,184,0,100
16,2,2,0,1,200
85,54,2,267,1,99
49,0,14,0,0,35
7,96,1,253,1,350
23,0,15,184,0,91
117,8,2,321,0,65
123,6,1,179,1,750
7,104,3,34,1,225
2,1,3,364,1,399
22,1,2,0,1,70
75,1,1,0,1,125
20,0,1,70,0,70
23,5,2,46,1,151
39,36,2,0,0,95
100,56,2,365,0,59
2,15,1,35,1,149
183,0,1,365,0,70
7,27,1,327,0,179
2,69,3,3,0,80
7,22,2,155,1,200
22,1,4,28,1,745
84,75,1,361,0,65
8,4,5,0,0,50
7,30,7,184,1,199
49,0,1,0,0,47
8,119,2,258,1,330
12,0,1,0,1,120
2,13,14,0,0,65
21,0,2,0,1,200
7,5,7,352,0,75
16,58,7,333,0,65
56,274,1,308,0,79
113,16,2,0,1,150
31,14,2,0,1,65
2,37,4,196,0,65
46,173,1,365,0,50
132,2,3,0,0,120
19,22,1,17,1,90
6,0,2,13,1,82
196,2,1,176,0,99
38,3,1,0,1,150
30,9,2,0,0,46
19,18,5,0,1,135
27,13,2,0,2,195
21,1,1,0,1,95
64,1,1,0,0,109
20,5,2,0,0,160
44,0,15,0,0,30
6,60,2,297,1,175
6,153,3,174,1,181
181,2,7,172,1,67
1,13,3,0,0,100
5,66,1,67,1,325
44,0,1,72,2,35
46,0,1,177,1,60
6,0,1,0,0,29
6,8,5,81,1,165
7,100,2,63,0,85
81,1,1,0,0,60
21,6,1,167,0,60
8,2,3,0,1,180
12,1,3,0,1,275
21,17,2,2,0,60
79,106,3,3,0,58
6,0,3,334,1,150
7,73,1,342,0,99
98,1,1,90,0,60
6,0,1,0,0,75
214,25,3,139,1,85
28,0,7,0,1,120
30,1,1,0,0,52
70,0,1,88,0,60
28,75,3,234,1,150
6,3,2,0,0,70
25,0,1,0,1,195
9,18,4,265,1,250
8,0,7,0,1,190
22,0,3,125,1,85
14,21,3,42,1,200
6,112,3,0,0,80
15,22,1,67,0,40
4,4,3,7,1,240
59,0,2,364,0,65
56,13,1,0,0,100
16,4,10,15,1,195
21,0,1,365,0,50
19,25,4,0,0,130
6,182,3,220,1,100
6,12,4,0,1,90
22,41,2,355,0,49
2,6,5,305,0,71
24,48,5,0,1,79
22,8,2,109,0,45
116,24,1,32,0,59
200,0,2,177,0,39
53,0,4,44,0,74
39,70,5,250,0,45
147,6,4,66,0,29
2,8,1,325,0,86
14,1,1,0,0,120
205,32,1,32,1,42
10,3,3,5,0,90
37,0,1,0,0,89
21,57,1,48,0,65
2,3,3,0,0,70
50,136,2,170,1,275
